"Symbol","Name","Stock Exchange","RBICS Economy","Closing Price","Market Value","Sales","Price / Book Value"
"RGEN","Repligen Corporation","NASDAQ","Healthcare",146.66,8213.91297144408,602.354,5.086609
"INFN","Infinera Corporation","NASDAQ","Technology",6.12,1442.93247668,1495.486,5.065856
"SDST","Stardust Power Inc.","NASDAQ","Finance",8.01,382.874869811922,0,5.055649
"MNTK","Montauk Renewables, Inc.","NASDAQ","Non-Energy Materials",4.63,664.930003160101,184.62,5.055549
"ALEC","Alector, Inc.","NASDAQ","Healthcare",5.35,520.667662685293,55.275,5.048811
"SIBN","SI-BONE, Inc.","NASDAQ","Healthcare",17.01,709.21728966388,150.709,5.04297
"JBHT","J.B. Hunt Transport Services, Inc.","NASDAQ","Industrials",175.95,17944.5303669387,12340.138,5.023973
"COLL","Collegium Pharmaceutical, Inc.","NASDAQ","Healthcare",37.56,1209.94859740048,576.653,5.019234
"TROO","TROOPS, Inc.","NASDAQ","Finance",4.65,472.430707702446,3.569,5.014591
"IMXI","International Money Express, Inc.","NASDAQ","Finance",17.91,584.006299498316,576.66,5.013219
"RUM","Rumble, Inc. Class A","NASDAQ","Technology",5.99,2330.18972409393,78.577021,5.001337
"PWUP","PowerUp Acquisition Corp. Class A","NASDAQ","Finance",11.23,87.202562120181,0,5.000988
"VRDN","Viridian Therapeutics, Inc.","NASDAQ","Healthcare",15.17,969.210138236231,0.288,4.992733
"LGVN","Longeveron Inc. Class A","NASDAQ","Healthcare",2.41,34.6063432666147,1.229,4.991357
"LIN","Linde plc","NASDAQ","Non-Energy Materials",468.46,223690.932583595,32824,4.988546
"MDJH","MDJM Ltd","NASDAQ","Finance",1.1207,13.0844142787126,0.144863000000037,4.978469
"RXRX","Recursion Pharmaceuticals, Inc. Class A","NASDAQ","Healthcare",7.89,2226.85900588355,49.635,4.974497
"KARO","Karooooo Ltd.","NASDAQ","Technology",36.04,1113.39459668881,229.023513845515,4.967965
"WENA","ANEW Medical, Inc.","NASDAQ","Healthcare",1.16,19.9862369126959,0,4.962922
"AXNX","Axonics, Inc.","NASDAQ","Healthcare",68.75,3514.36669826508,408.809,4.955502
"GEHC","GE Healthcare Technologies Inc.","NASDAQ","Healthcare",84.49,38583.3935377088,19518,4.9358
"EUCR","Eucrates Biomedical Acquisition Corporation","NASDAQ","Finance","NA","NA",0,4.922759
"MSTR","MicroStrategy Incorporated Class A","NASDAQ","Technology",146.9,25949.0686914035,480.634,4.921156
"LPRO","Open Lending Corporation","NASDAQ","Finance",5.81,692.857519955487,98.417,4.918563
"LAES","SEALSQ Corp.","NASDAQ","Technology",0.7901,22.4631839576886,33.4478845308688,4.913439
"ACLS","Axcelis Technologies, Inc.","NASDAQ","Technology",109.8,3581.41126668575,1111.497,4.901151
"ALIM","Alimera Sciences, Inc.","NASDAQ","Healthcare",5.6,304.551307069381,99.681,4.898681
"ANTX","AN2 Therapeutics, Inc.","NASDAQ","Healthcare",1.14,34.0203720782886,0,4.886902
"ARHS","Arhaus, Inc. Class A","NASDAQ","Consumer Cyclicals",12.41,1744.55083233175,1275.2,4.885933
"EVLV","Evolv Technologies Holdings, Inc.","NASDAQ","Technology",4.14,652.257117941852,89.22,4.880874
"RKLB","Rocket Lab USA, Inc.","NASDAQ","Industrials",6.74,3347.35461350094,326.67,4.875597
"ERII","Energy Recovery, Inc.","NASDAQ","Industrials",18.02,1040.2039490013,133.514,4.875335
"PRLH","Pearl Holdings Acquisition Corp. Class A","NASDAQ","Finance",11.105,79.5972237224651,0,4.873232
"RNER","Mount Rainier Acquisition Corp.","NASDAQ","Finance","NA","NA",0,4.869938
"VMAR","Vision Marine Technologies, Inc.","NASDAQ","Consumer Cyclicals",3.23,3.97303254089434,3.63002548220761,4.862555
"CSGP","CoStar Group, Inc.","NASDAQ","Technology",77.85,31904.23986234,2598.928,4.859763
"SHLS","Shoals Technologies Group, Inc. Class A","NASDAQ","Industrials",5.47,911.554982583832,454.701,4.850717
"CWST","Casella Waste Systems, Inc. Class A","NASDAQ","Business Services",107.58,6254.02298578618,1430.471,4.850553
"PRVA","Privia Health Group, Inc.","NASDAQ","Healthcare",21.29,2545.5383617233,1695.679,4.849227
"PCVX","Vaxcyte, Inc.","NASDAQ","Healthcare",79.48,8870.73714865308,0,4.827947
"HARP","Harpoon Therapeutics, Inc.","NASDAQ","Healthcare","NA","NA",37.341,4.810229
"ECOR","electroCore, Inc.","NASDAQ","Healthcare",5.91,38.1009772858633,21.281,4.800733
"OBIO","Orchestra BioMed Holdings, Inc.","NASDAQ","Healthcare",6.23,235.647069965831,2.079,4.800614
"IRIX","IRIDEX Corporation","NASDAQ","Healthcare",1.95,32.1933556799609,49.7,4.796286
"KLXE","KLX Energy Services Holdings, Inc.","NASDAQ","Energy",7.17,120.917974290041,769.7,4.788392
"IDCC","InterDigital, Inc.","NASDAQ","Technology",134.3,3374.92745667958,732.659,4.774238
"CGNX","Cognex Corporation","NASDAQ","Industrials",39.53,6779.42736236472,844,4.75995
"MTEM","Molecular Templates, Inc.","NASDAQ","Healthcare",1.55,10.2050136049328,25.47,4.759292
"PPSI","Pioneer Power Solutions, Inc.","NASDAQ","Industrials",4.33,47.270773550641,41.493,4.742216
"NFE","New Fortress Energy Inc. Class A","NASDAQ","Energy",13.15,2696.63159138983,2391.147,4.715979
"SDGR","Schrodinger, Inc.","NASDAQ","Healthcare",20.85,1517.80772992636,200.627,4.708098
"THRY","Thryv Holdings, Inc.","NASDAQ","Technology",18.64,676.688635068946,877.693,4.704724
"EA","Electronic Arts Inc.","NASDAQ","Technology",148.56,39249.5441010743,7265,4.70455
"ALRM","Alarm.com Holdings, Inc.","NASDAQ","Technology",59.86,2948.03013198776,905.181,4.680126
"WBUY","Webuy Global Ltd.","NASDAQ","Consumer Non-Cyclicals",0.147,10.8452194676272,61.68617,4.678958
"CDZI","Cadiz Inc.","NASDAQ","Finance",3.35,227.452142725357,2.686,4.673833
"NDSN","Nordson Corporation","NASDAQ","Industrials",257.18,14705.945466276,2664.752,4.66468
"VRAR","Glimpse Group, Inc.","NASDAQ","Technology",0.9805,17.7943257191964,9.985351,4.663165
"CYCC","Cyclacel Pharmaceuticals, Inc.","NASDAQ","Healthcare",1.21,2.38878684779945,0.08,4.657735
"AMPH","Amphastar Pharmaceuticals, Inc.","NASDAQ","Healthcare",48.15,2343.74077823764,712.891,4.649614
"CPRX","Catalyst Pharmaceuticals, Inc.","NASDAQ","Healthcare",20.55,2439.03618721932,434.475,4.642441
"GERN","Geron Corporation","NASDAQ","Healthcare",4.56,2748.74759246089,1.373,4.637057
"BATRK","Atlanta Braves Holdings Inc Class C","NASDAQ","Consumer Services",42.96,2695.13350276927,659.528,4.632952
"NCRA","Nocera, Inc.","NASDAQ","Industrials",0.93,12.6823986456656,26.403874,4.632229
"IPWR","Ideal Power Inc.","NASDAQ","Technology",8.05,61.9360316884836,0.14311,4.631782
"ZBRA","Zebra Technologies Corporation Class A","NASDAQ","Technology",347.69,17933.9769641168,4356,4.62562
"SVRA","Savara, Inc.","NASDAQ","Healthcare",4.33,712.720656692458,0,4.625392
"BETR","Better Home & Finance Holding Company Class A","NASDAQ","Finance",17.25,260.968957735062,145.948398996461,4.625279
"ALGM","Allegro MicroSystems, Inc.","NASDAQ","Technology",24.46,4498.27131417557,937.993,4.60683
"CABA","Cabaletta Bio, Inc.","NASDAQ","Healthcare",5.97,291.626555379193,0,4.596091
"UFPT","UFP Technologies, Inc.","NASDAQ","Non-Energy Materials",334.61,2567.9183770626,417.468,4.59416
"ON","ON Semiconductor Corporation","NASDAQ","Technology",74.82,32049.6062743054,7796.8,4.576369
"VVPR","VivoPower International Plc","NASDAQ","Industrials",2.42,7.60447040690178,12.2370000000969,4.559371
"ADAP","Adaptimmune Therapeutics PLC Sponsored ADR","NASDAQ","Healthcare",1.33,340.085578193601,141.400906750422,4.559043
"BCPC","Balchem Corp","NASDAQ","Non-Energy Materials",173.19,5618.92957410426,932.387,4.552148
"INTE","Integral Acquisition Corp. 1 Class A","NASDAQ","Finance",11.1,45.214096563845,0,4.549987
"THCP","Thunder Bridge Capital Partners IV, Inc. Class A","NASDAQ","Finance",10.51,99.6950969191652,0,4.548449
"MASI","Masimo Corporation","NASDAQ","Healthcare",118.52,6337.3665438295,2016.9,4.534503
"MBTC","Nocturne Acquisition Corp.","NASDAQ","Finance","NA","NA",0,4.515433
"CRNX","Crinetics Pharmaceuticals Inc","NASDAQ","Healthcare",53.12,4251.49132564556,4.013,4.499424
"KRYS","Krystal Biotech, Inc.","NASDAQ","Healthcare",200.51,5760.64210689114,166.234,4.498918
"MNTS","Momentus Inc Class A","NASDAQ","Industrials",1.06,17.6234573769052,3.089,4.496777
"CARM","Carisma Therapeutics, Inc.","NASDAQ","Healthcare",1.24,51.5157697443483,20.71,4.484648
"BROG","Brooge Energy Ltd.","NASDAQ","Energy",0.9478,83.4398133942454,"NA",4.481563
"GTHX","G1 Therapeutics, Inc.","NASDAQ","Healthcare",7.13,376.165901843055,58.195,4.475619
"TTWO","Take-Two Interactive Software, Inc.","NASDAQ","Technology",160.38,28111.8524513319,5403.1,4.474689
"MRUS","Merus N.V.","NASDAQ","Healthcare",53,3615.15542602539,34.9601219118877,4.462591
"AKYA","Akoya Biosciences Inc","NASDAQ","Healthcare",2.47,122.263738827691,93.216,4.457761
"TTGT","TechTarget, Inc.","NASDAQ","Technology",27.45,784.316147859601,224.97,4.443391
"GILD","Gilead Sciences, Inc.","NASDAQ","Healthcare",76.96,95814.5882156445,27776,4.420727
"TSHA","Taysha Gene Therapies, Inc.","NASDAQ","Healthcare",2.16,442.677574963473,12.873,4.415947
"NVCR","NovoCure Ltd.","NASDAQ","Healthcare",18.15,1964.14742308903,549.964,4.410088
"ZVRA","Zevra Therapeutics, Inc.","NASDAQ","Healthcare",7.07,372.00778590317,23.986,4.397596
"ULY","Urgent.ly Inc.","NASDAQ","Consumer Cyclicals",0.9502,12.7576243766836,165.727,4.393868
"STRL","Sterling Infrastructure, Inc.","NASDAQ","Industrials",118.57,3644.00793247743,2069.507,4.393708
"FRPT","Freshpet Inc","NASDAQ","Consumer Non-Cyclicals",135.91,6589.66971273848,875.144,4.391715
"AOGO","Arogo Capital Acquisition Corp. Class A","NASDAQ","Finance",10.95,47.6315037167246,0,4.378576
"TRNS","Transcat, Inc.","NASDAQ","Business Services",126.82,1159.78709700923,265.59,4.374328
"BNRG","Brenmiller Energy Ltd","NASDAQ","Industrials",0.6875,1.69354759156704,0.621000000000335,4.370728
"NEPH","Nephros, Inc.","NASDAQ","Healthcare",1.85,19.5066572319064,13.77,4.364829
"SSTI","SoundThinking, Inc.","NASDAQ","Business Services",15.29,195.450961188014,102.392,4.359828
"ERNA","Eterna Therapeutics Inc.","NASDAQ","Healthcare",1.8,9.73905775973378,0.162,4.350777
"IXAQ","IX Acquisition Corp. Class A","NASDAQ","Finance",11.46,98.5109709868685,0,4.332263
"SLAM","Slam Corp. Class A","US OTC","Finance",11.14,261.265971987787,0,4.313206
"SNAX","Stryve Foods, Inc. Class A","NASDAQ","Consumer Non-Cyclicals",1.64,5.48572103102886,17.4203137087304,4.300079
"CBRL","Cracker Barrel Old Country Store, Inc.","NASDAQ","Consumer Services",41.29,916.732872156339,3413.107,4.292673
"GTAC","Global Technology Acquisition Corp. I Class A","NASDAQ","Finance",11.515,81.6413069704996,0,4.285256
"SWTX","Springworks Therapeutics, Inc.","NASDAQ","Healthcare",42.76,3175.91444625804,86.186,4.283268
"EXAS","Exact Sciences Corporation","NASDAQ","Healthcare",59.84,11056.6288660843,2612.011,4.265826
"MBOT","Microbot Medical Inc","NASDAQ","Healthcare",0.9784,16.1479368001583,0,4.265723
"AMD","Advanced Micro Devices, Inc.","NASDAQ","Technology",149.99,242756.114110313,23276,4.262052
"ENSG","Ensign Group, Inc.","NASDAQ","Healthcare",147.03,8397.42792958685,3947.684,4.256919
"EYPT","EyePoint Pharmaceuticals, Inc.","NASDAQ","Healthcare",9.3,497.719375899927,50.391,4.25568
"LMAT","LeMaitre Vascular, Inc.","NASDAQ","Healthcare",90.76,2039.27228043576,205.621,4.254095
"SMLR","Semler Scientific, Inc.","NASDAQ","Healthcare",29.29,204.804069354625,61.741,4.247337
"QNST","QuinStreet, Inc.","NASDAQ","Business Services",18.63,1042.83457105736,613.514,4.244454
"ARVN","Arvinas, Inc.","NASDAQ","Healthcare",26.81,1840.45455005368,93.3,4.240728
"SFM","Sprouts Farmers Market, Inc.","NASDAQ","Consumer Non-Cyclicals",101.02,10115.1828540236,7189.154,4.23954
"PRFT","Perficient, Inc.","NASDAQ","Technology",74.98,2636.04577574864,882.149,4.239065
"PAX","Patria Investments Ltd. Class A","NASDAQ","Finance",11.8,1802.00663794814,319.345000003892,4.238643
"CARG","CarGurus, Inc. Class A","NASDAQ","Technology",28.65,2961.5183210035,877.03,4.236827
"SOVO","Sovos Brands, Inc.","NASDAQ","Consumer Non-Cyclicals","NA","NA",1020.421,4.217188
"NEXT","NextDecade Corp.","NASDAQ","Energy",5.01,1299.96617053397,0,4.212962
"GANX","Gain Therapeutics, Inc.","NASDAQ","Healthcare",1.35,34.4728735336175,0,4.206878
"TRUP","Trupanion, Inc.","NASDAQ","Finance",48.57,2047.8934950901,1202.631,4.204877
"NATI","National Instruments Corporation","NASDAQ","Technology","NA","NA",1708.539,4.181284
"GPCR","Structure Therapeutics, Inc. Sponsored ADR","NASDAQ","Healthcare",40.6,2322.17104605866,0,4.175887
"TPCS","TechPrecision Corporation","NASDAQ","Non-Energy Materials",3.63,35.4416245952834,30.496254,4.172692
"LUNG","Pulmonx Corp.","NASDAQ","Healthcare",7.71,301.866189428427,76.583,4.150647
"MAPS","WM Technology, Inc. Class A","NASDAQ","Technology",1.15,175.299798805104,179.426,4.150389
"TAYD","Taylor Devices, Inc.","NASDAQ","Non-Energy Materials",53.19,165.879769643952,44.582807,4.138761
"LMB","Limbach Holdings, Inc.","NASDAQ","Industrials",64.81,730.609638758528,511.67,4.137831
"OPCH","Option Care Health Inc","NASDAQ","Healthcare",31.37,5365.01255792697,4590.642,4.136996
"DLTR","Dollar Tree, Inc.","NASDAQ","Consumer Non-Cyclicals",96.55,20752.8438795288,30912.8,4.133118
"PXDT","Pixie Dust Technologies, Inc. Sponsored ADR","NASDAQ","Business Services",1.33,19.7758597481111,6.72148838221197,4.116164
"AGBA","AGBA Group Holding Limited","NASDAQ","Finance",2.29,187.345887153228,39.8684926387832,4.114058
"SOBR","SOBR Safe, Inc.","NASDAQ","Industrials",0.1093,3.79977032234081,0.174004,4.111445
"APA","APA Corporation","NASDAQ","Energy",28.98,10719.842273298,8969,4.102564
"ALT","Altimmune, Inc.","NASDAQ","Healthcare",6.86,487.546749601301,0.409,4.096466
"IRON","Disc Medicine, Inc.","NASDAQ","Healthcare",49.73,1478.26219634212,0,4.076968
"ABCM","Abcam PLC Sponsored ADR","NASDAQ","Healthcare","NA","NA",456.054469833772,4.075784
"BGC","BGC Group, Inc. Class A","NASDAQ","Finance",9.73,4734.651498466,2128.255,4.075021
"MLAB","Mesa Laboratories, Inc.","NASDAQ","Industrials",137.75,745.112203001976,223.712,4.071292
"VCIG","VCI Global Limited","NASDAQ","Business Services",0.2338,20.1151367419961,19.9046424725812,4.068553
"MGOL","MGO Global Inc.","NASDAQ","Business Services",3.89,10.1444202059366,5.170089,4.062007
"PAYA","Paya Holdings Inc Class A","NASDAQ","Finance","NA","NA",282.743,4.050917
"SP","SP Plus Corporation","NASDAQ","Business Services","NA","NA",1806.5,4.045825
"ANIX","Anixa Biosciences, Inc.","NASDAQ","Technology",3.38,108.181845551277,0,4.044024
"ARBE","Arbe Robotics Ltd.","NASDAQ","Consumer Cyclicals",2,156.443115234375,1.372,4.035767
"PTWO","Pono Capital Two, Inc. Class A","NASDAQ","Finance",12.7,66.246894668252,0,4.033258
"LXRX","Lexicon Pharmaceuticals, Inc.","NASDAQ","Healthcare",1.77,639.841327028422,3.641,4.024621
"HYMC","Hycroft Mining Holding Corporation Class A","NASDAQ","Non-Energy Materials",2.38,57.1727198435383,0,4.014287
"ABUS","Arbutus Biopharma Corporation","NASDAQ","Healthcare",3.87,730.586427522809,9.99786776834955,4.00564
"MODV","ModivCare Inc.","NASDAQ","Healthcare",26.9,383.060760024957,2772.507,4.000357
"TNGX","Tango Therapeutics, Inc.","NASDAQ","Healthcare",11.93,1278.23356236098,42.509,3.997529
"GNTA","Genenta Science SpA Sponsored ADR","NASDAQ","Healthcare",4.08,74.3251872501564,0,3.995222
"IVCP","Swiftmerge Acquisition Corporation Class A","NASDAQ","Finance",11.03,75.4442373655552,0,3.986773
"MOBX","Mobix Labs, Inc.","NASDAQ","Technology",1.1,33.6481250217473,"NA",3.972175
"RSTN","RDE Inc","NASDAQ","Technology",3.27,84.7331023614452,127.156001,3.966916
"CASI","CASI Pharmaceuticals, Inc.","NASDAQ","Healthcare",6.605,88.5160809211993,23.1,3.963904
"GLYC","GlycoMimetics, Inc.","NASDAQ","Healthcare",0.189,12.1874672830216,0.01,3.956081
"STAA","STAAR Surgical Company","NASDAQ","Healthcare",32.69,1607.96250210665,332.942,3.949343
"STKL","SunOpta Inc.","NASDAQ","Consumer Non-Cyclicals",6.21,725.581593354829,548.421056404381,3.948332
"DUOT","Duos Technologies Group Inc","NASDAQ","Industrials",2.46,18.9173241878498,5.638027,3.947727
"MRVL","Marvell Technology, Inc.","NASDAQ","Technology",68.82,59570.5900556641,5346.9,3.940776
"HWKN","Hawkins, Inc.","NASDAQ","Non-Energy Materials",125.13,2615.71881057401,923.921,3.932488
"PTGX","Protagonist Therapeutics, Inc.","NASDAQ","Healthcare",41.6,2450.43072066561,319.12,3.930347
"HRMY","Harmony Biosciences Holdings, Inc.","NASDAQ","Healthcare",36.155,2054.8602197757,656.109,3.926493
"CASY","Casey's General Stores, Inc.","NASDAQ","Consumer Cyclicals",375.43,13932.7543393173,14862.913,3.922281
"ALXO","ALX Oncology Holdings, Inc.","NASDAQ","Healthcare",2.57,135.366489747023,0,3.920598
"BYNO","byNordic Acquisition Corp. Class A","NASDAQ","Finance",11.37,87.5239394927163,0,3.918148
"MGNX","MacroGenics, Inc.","NASDAQ","Healthcare",3.56,223.291172405878,41.018,3.912637
"SITM","SiTime Corporation","NASDAQ","Technology",144.52,3343.07863322512,154.811,3.912481
"SEIC","SEI Investments Company","NASDAQ","Finance",67.24,8733.9971956634,1995.637,3.910415
"AKAM","Akamai Technologies, Inc.","NASDAQ","Technology",100.99,15302.5874001525,3927.051,3.893368
"NDRA","ENDRA Life Sciences Inc.","NASDAQ","Healthcare",0.6435,0.932296983087042,0,3.892412
"CROX","Crocs, Inc.","NASDAQ","Consumer Cyclicals",140.075,8318.37216068991,4055.949,3.886615
"BEAT","HeartBeam, Inc.","NASDAQ","Healthcare",2.27,60.2959912383631,0,3.882372
"KDNY","Chinook Therapeutics, Inc.","NASDAQ","Healthcare","NA","NA",5.849,3.881378
"PBYI","Puma Biotechnology, Inc.","NASDAQ","Healthcare",2.65,129.97381906955,219.143,3.860453
"IMNM","Immunome, Inc.","NASDAQ","Healthcare",15.71,943.454168817687,10.784,3.860419
"SUMO","Sumo Logic, Inc.","NASDAQ","Technology","NA","NA",300.668,3.859807
"CCCS","CCC Intelligent Solutions Holdings Inc","NASDAQ","Finance",10.79,6726.49019106291,909.603,3.854419
"ILMN","Illumina, Inc.","NASDAQ","Healthcare",130.42,20775.9061063232,4429,3.853639
"AVDX","AvidXchange Holdings, Inc.","NASDAQ","Technology",8,1662.76501464844,413.474,3.851965
"ATEX","Anterix Inc.","NASDAQ","Telecommunications",35.87,666.995558599301,5.108,3.851421
"ALKS","Alkermes Public Limited Company","NASDAQ","Healthcare",28.51,4694.69426742592,1507.916,3.851398
"GRTS","Gritstone bio, Inc.","NASDAQ","Healthcare",0.4976,58.7710718660946,0.496,3.839422
"NBST","Newbury Street Acquisition Corp.","NASDAQ","Finance",10.84,53.646477176504,0,3.831459
"BBSI","Barrett Business Services, Inc.","NASDAQ","Business Services",35.81,935.992407682745,1095.443,3.821621
"CRIS","Curis, Inc.","NASDAQ","Healthcare",6.43,38.4446138990306,10.161,3.820522
"EGAN","eGain Corporation","NASDAQ","Technology",7.56,225.489880724333,94.976,3.815977
"KROS","Keros Therapeutics, Inc.","NASDAQ","Healthcare",45.41,1703.87848903319,0.271,3.810813
"AMBA","Ambarella, Inc.","NASDAQ","Technology",51.15,2096.39435594212,218.805,3.804021
"CACC","Credit Acceptance Corporation","NASDAQ","Finance",476.5,5770.97378015518,2016.4,3.80399
"NVTS","Navitas Semiconductor Corporation","NASDAQ","Technology",3.12,572.387963624074,91.679,3.799399
"AVXL","Anavex Life Sciences Corp.","NASDAQ","Healthcare",6.36,539.299499236462,0,3.789413
"SRDX","SurModics, Inc.","NASDAQ","Healthcare",39.57,564.545193495331,120.821,3.788125
"CDXC","ChromaDex Corporation","NASDAQ","Healthcare",3.5,265.766002655029,85.583,3.768017
"CPB","Campbell Soup Company","NASDAQ","Consumer Non-Cyclicals",50.44,15059.0564662194,9411,3.764683
"SAIC","Science Applications International Corp.","NASDAQ","Industrials",128.72,6594.4743850478,7263,3.758275
"VALU","Value Line, Inc.","NASDAQ","Consumer Services",42.45,399.797274288616,37.487,3.756831
"BHAC","Focus Impact BH3 Acquisition Company Class A","NASDAQ","Finance",10.685,86.0360534748027,0,3.751053
"VIVO","Meridian Bioscience, Inc.","NASDAQ","Healthcare","NA","NA",301.579,3.747468
"RDNT","RadNet, Inc.","NASDAQ","Healthcare",65.15,4818.31561043893,1713.772,3.746408
"PACB","Pacific Biosciences of California, Inc.","NASDAQ","Healthcare",1.6,436.046295560096,188.871,3.745261
"XENE","Xenon Pharmaceuticals Inc.","NASDAQ","Healthcare",40.83,3093.46512728487,0,3.741254
"ROAD","Construction Partners, Inc. Class A","NASDAQ","Industrials",65.29,3445.38841309161,1760.752,3.731644
"ADEA","Adeia Inc.","NASDAQ","Consumer Services",12.19,1327.52277969632,359.019,3.730804
"SHOO","Steven Madden, Ltd.","NASDAQ","Consumer Cyclicals",45.16,3279.36840292104,2148.38,3.730243
"WKME","WalkMe Ltd.","NASDAQ","Technology",13.83,1298.67003998547,273.980372444146,3.726834
"ABL","Abacus Life, Inc. Class A","NASDAQ","Finance",10.3,768.908860521573,96.236507,3.726665
"IDYA","IDEAYA Biosciences, Inc.","NASDAQ","Healthcare",39.8,3362.36328088265,11.961,3.725869
"APGE","Apogee Therapeutics, Inc.","NASDAQ","Healthcare",47.41,2772.80719801564,0,3.725378
"GRNA","GreenLight Biosciences Holdings, PBC","NASDAQ","Healthcare","NA","NA",9.947,3.721693
"EEFT","Euronet Worldwide, Inc.","NASDAQ","Finance",105.25,4727.22515296936,3804.9,3.717102
"BRLT","Brilliant Earth Group, Inc. Class A","NASDAQ","Consumer Cyclicals",2,125.06036177478,441.263,3.717063
"RUTH","Ruth's Hospitality Group, Inc.","NASDAQ","Consumer Services","NA","NA",516.583,3.716889
"CCTS","Cactus Acquisition Corp. 1 Ltd. Class A","NASDAQ","Finance",11.415,57.9296535220148,0,3.712927
"MATH","Metalpha Technology Holding Limited","NASDAQ","Finance",1.14,42.1211434228653,-0.432263,3.710824
"MYRG","MYR Group Inc.","NASDAQ","Industrials",103.52,1708.88474560989,3588.125,3.705575
"DCPH","Deciphera Pharmaceuticals, Inc.","NASDAQ","Healthcare","NA","NA",174.91,3.700373
"REGN","Regeneron Pharmaceuticals, Inc.","NASDAQ","Healthcare",1199.37,132191.420055564,13489.1,3.699401
"OCS","Oculis Holding AG","NASDAQ","Healthcare",11.85,494.14502494812,"NA",3.69583
"VICR","Vicor Corporation","NASDAQ","Technology",38.68,1743.362268878,370.222,3.694347
"FELE","Franklin Electric Co., Inc.","NASDAQ","Industrials",102.71,4690.98997584792,2015.559,3.689645
"DAWN","Day One Biopharmaceuticals, Inc.","NASDAQ","Healthcare",14.42,1265.50572843631,8.192,3.674944
"BMRN","BioMarin Pharmaceutical Inc.","NASDAQ","Healthcare",89.98,17130.6474808384,2590.479,3.672515
"SRM","SRM Entertainment, Inc.","NASDAQ","Consumer Cyclicals",0.82,8.5407096690023,8.274817,3.670203
"FRHC","Freedom Holding Corp.","NASDAQ","Finance",90.6,5503.55625572868,1672.806,3.658239
"MMSI","Merit Medical Systems, Inc.","NASDAQ","Healthcare",93.07,5417.46826402022,1298.32,3.656318
"MNTV","Momentive Global Inc.","NASDAQ","Technology","NA","NA",482.752,3.654551
"ATRC","AtriCure, Inc.","NASDAQ","Healthcare",26.15,1273.4396622858,429.953,3.63861
"OCGN","Ocugen Inc","NASDAQ","Healthcare",1.36,391.486595914714,8.191,3.636939
"TPST","Tempest Therapeutics, Inc.","NASDAQ","Healthcare",1.42,35.7950639587873,0,3.623696
"GENK","GEN Restaurant Group, Inc. Class A","NASDAQ","Consumer Services",9.48,310.46184950078,195.292,3.615459
"LBPH","Longboard Pharmaceuticals, Inc.","NASDAQ","Healthcare",37.27,1449.78512779733,0,3.612617
"LITE","Lumentum Holdings, Inc.","NASDAQ","Technology",56.41,3835.87998962402,1359.2,3.611688
"FLYW","Flywire Corp.","NASDAQ","Finance",17.96,2249.72608702988,441.647,3.609461
"SPNS","Sapiens International Corporation NV","NASDAQ","Finance",36.3,2023.47930546323,534.457676356036,3.606145
"TALK","Talkspace, Inc.","NASDAQ","Healthcare",1.79,301.099893332968,172.538,3.605752
"ROCL","Roth CH Acquisition V Co.","NASDAQ","Finance",11.19,55.0469284730048,0,3.600187
"NTRB","Nutriband, Inc.","NASDAQ","Healthcare",5.49,60.9729528851658,2.016914,3.591727
"HCP","HashiCorp, Inc. Class A","NASDAQ","Technology",33.8,7054.52042676258,605.733,3.590865
"WWD","Woodward, Inc.","NASDAQ","Industrials",162.65,9703.57265756698,3246.831,3.590119
"VSTM","Verastem, Inc.","NASDAQ","Healthcare",2.61,105.036177304447,10,3.586788
"TW","Tradeweb Markets, Inc. Class A","NASDAQ","Finance",117.19,27692.3299516127,1512.047,3.585713
"IMTX","Immatics N.V.","NASDAQ","Healthcare",11.49,1184.0840469238,76.1630124032748,3.585303
"ABTS","Abits Group Inc","NASDAQ","Finance",0.4891,17.3897923861529,5.343888,3.584882
"KYMR","Kymera Therapeutics, Inc.","NASDAQ","Healthcare",49.75,3171.83882141113,88.55,3.583054
"PWP","Perella Weinberg Partners Class A","NASDAQ","Finance",20.47,1757.12867081952,725.806,3.576546
"XP","XP Inc. Class A","NASDAQ","Finance",19.62,10760.3320170114,3261.30199717711,3.570954
"HEES","H&E Equipment Services, Inc.","NASDAQ","Industrials",48.72,1779.38605013757,1534.141,3.56927
"IOVA","Iovance Biotherapeutics Inc","NASDAQ","Healthcare",11.9,3611.8151216454,32.772,3.562009
"HURN","Huron Consulting Group Inc.","NASDAQ","Technology",107.57,1913.78959885296,1461.873,3.561911
"CTCX","Carmell Corporation Class A","NASDAQ","Consumer Non-Cyclicals",0.7063,14.7654893527933,0.01232,3.554701
"AIRE","reAlpha Tech Corp.","NASDAQ","Finance",1.34,59.39312556392,0.099036,3.553952
"AEIS","Advanced Energy Industries, Inc.","NASDAQ","Technology",109.65,4130.79351394277,1507.684,3.552474
"FORM","FormFactor, Inc.","NASDAQ","Technology",49.63,3840.83546062099,705.937,3.55125
"MIRA","MIRA Pharmaceuticals, Inc.","NASDAQ","Healthcare",2.11,31.1876652565982,0,3.547897
"MRAM","Everspin Technologies, Inc.","NASDAQ","Technology",5.75,125.02320432663,58.238,3.534204
"MARA","Marathon Digital Holdings Inc","NASDAQ","Finance",18.56,5465.44915913983,564.954,3.529916
"EBAY","eBay Inc.","NASDAQ","Consumer Non-Cyclicals",59,28851,10197,3.525883
